ID	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	EVENT_VALIDITY	CAUSE_CODE	FOCAL_DEPTH	PRIMARY_MAGNITUDE	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	MAXIMUM_WATER_HEIGHT	ABE	IIDA	SOLOVIEV	WARNING_STATUS	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
1452	1918						4	6			ICELAND		ICELAND			73																													
1465	1919	1	1	1	33	42	1	1	33	7.4	PHILIPPINES		MINDANAO ISLAND, PHILIPPINES	8	126	84	.44		-.1																										
1464	1919	1	1	2	59	57	1	1	180	8.3	TONGA		TONGA ISLANDS	-19.6	-176.6	81	.4																												
1467	1919	1					-1	0			USA	HI	HAWAII			80																													
1468	1919	2	13				2	0			INDONESIA		TIMOR SEA	-9	124.85	60				1.5									1												1				
3511	1919	4	3				1	6			INDONESIA		SULAWESI	3.138	125.491	83	5																								1				
1469	1919	4	9				-1	0			USA	HI	HAWAII			80																													
1471	1919	4	29				-1	1	33		TONGA		TONGA ISLANDS	-19	-172.6	81																													
1472	1919	4	30	7	17	17.3	4	1	25	8.1	TONGA		TONGA ISLANDS	-18.352	-172.515	81	2.5		1.3	1.5																									
1474	1919	5	6	19	41	14.3	3	1	35	7.8	PAPUA NEW GUINEA		BISMARCK SEA	-4.852	153.714	82	2.5		2.6	1																					1				1
1476	1919	5	22	17	45		4	6			ITALY		STROMBOLI ISLAND	38.789	15.213	50	.75			4									1					4	1				3		1	10	1		3
5466	1919	6	29	23	14	22	2	1		6.7	EL SALVADOR		GULF OF FONSECA	13.5	-87.5	88																													
1478	1919	10	2				4	7			USA	HI	ALIKA, HAWAII	19.23	-155.9	80	4.3			2																									
3417	1919	10	22	6	6		-1	1	10	5.6	ITALY		TYRRHENIAN SEA	41.4	12.6	50																													
1479	1919	11	21				1	1			INDONESIA		NW. IRIAN JAYA	-2.55	140.75	83																									1		1		
4308	1919	12	26				1	1			UKRAINE		CRIMEA	44	33	40																													
1480	1920	1	29				1	1			INDONESIA		N. MOLUCCAS ISLANDS	.87	122.92	83	2		1	1																									
1482	1920	2	2	11	22	18	1	1		7.7	PAPUA NEW GUINEA		SOLOMON SEA	-6.5	150	82																									1		1		
1485	1920	8	20	16	15	38	3	1	15	7	CHILE		CENTRAL CHILE	-38	-73.5	89	1.4		.5	1																					2		2		2
1484	1920	8					-1	1			USA TERRITORY	AS	SAMOA	-15	-170	81																													
1486	1920	9	20	14	39		3	1	35	7.8	VANUATU		VANUATU ISLANDS	-19.919	168.53	82			1	1.5									1												1				
3541	1920	12	16	12	5	53	0	1	17	7.8	CHINA		CHINA: GANSU AND SHANXI PROVINCES	36.7	104.9	84	.75																												
1488	1920	12	18	2	1	57	1	1		5.6	ALBANIA		ALBANIAN COASTS	40.5	19.5	50				5			3						3		3				3						3		3		
1489	1921	5	14	11	17	45	2	1		6.2	INDONESIA		MAKASSAR STRAIT	.7	117.9	83	1			.5									2												2		1		1
3537	1921	8	4				3	1			CHINA		XIAOSI, DANDONG, LIAONING	40.13	124.38	84													1		1										1		1		
1490	1921	9	11	4	1	38	4	1		7.5	INDONESIA		JAVA	-11	111	60	.1		-2.3	-2																									
1491	1921	11	11	18	36	8	3	1		7.5	PHILIPPINES		PHILIPPINE TRENCH	8	127	84			.5	1									1		1										1		1		
1493	1921	12	16				-1	9			USA	HI	HAWAII			80				0																									
1494	1922	1	6	14	11	2	2	1	33	7.2	PERU		S. PERU	-16.5	-73	89																													
1495	1922	1	19	21	58	50	3	1	33	7.5	PAPUA NEW GUINEA		BISMARCK SEA	-7	143	82	1.8																								1		1		
1496	1922	2	22				1	1			INDONESIA		BANDA SEA	-3.3	128.9	83				.5																									
1498	1922	2	27	20	39	50	2	1		6.3	PHILIPPINES		CEBU ISLAND	10.2	124.1	84	.7		-.5	0														5	1						2				2
1499	1922	3	1	9	10	23	2	1	33	6	PHILIPPINES		SULU SEA	9	123.25	84				.5																					2				2
1500	1922	4	10				1	1			INDONESIA		SW. SUMATRA	-1	100.35	60				0																									
1501	1922	5	2				2	0			USA	TX	GULF OF MEXICO			76	.64																												
1502	1922	7	8				1	1			INDONESIA		LHOKNGA, ACEH	5.5	95.2	60				0																									
3503	1922	8	8	3	49	6	2	1		5.6	GREECE		AEGEAN SEA	37.5	23.2	50																													
1503	1922	9	1	19	16	6	1	1		7.6	TAIWAN		TAIWAN	24.5	122	84																		5	1			7	1		2	139	3		
5022	1922	10	22				1	0			AUSTRALIA		TASMAN SEA			81																													
1504	1922	11	7	23	0	9	2	1	33	7	CHILE		N. CHILE	-28	-72	89																													
1505	1922	11	11	4	32	36	4	1	35	8.7	CHILE		N. CHILE	-28.553	-70.755	89	9		3.2	2.5		200	3						3		3			700	3						3		3		
1506	1922	12	25	3	33	10	3	1		6.3	NEW ZEALAND		SE. NEW ZEALAND	-43	173	81	.4			0																									
1507	1923	1	22	9	4	18	0	1		7.2	USA	CA	N. CALIFORNIA	40.8	-124.5	88	.1		-2																						1				
1508	1923	2	3	16	1	41	4	1	19	8.3	RUSSIA		KAMCHATKA	54	161	86	8		3			3	1					1.5	2					3	1					1.5	2		2		
1509	1923	2	17				3	0			CHILE		CENTRAL CHILE	-35.33	-72.42	89	1.5		.6	1.5																									
1512	1923	3	2	16	48	52	3	1	22	7.2	PHILIPPINES		MINDANAO ISLAND, PHILIPPINES	6.5	124	84				.5																									
1515	1923	3	4				1	0			CHILE		SAN FELIX ISLAND	-26.3	-80.1	89	35			4																									
1517	1923	4	13	15	31	2	4	1	20	7.2	RUSSIA		KAMCHATKA	56.5	162.5	86	20		4.9	3.5		18	1			400	3		3		3			18	1	400	3				3		3		
1518	1923	5	4	22	26	45	-1	1	60	7	CHILE		N. CHILE	-28.75	-71.75	89																									2		2		2
1520	1923	5	7				-1	1			CHILE		N. CHILE	-28		89																													
1521	1923	6	1	17	24	0	4	1	40	7.3	JAPAN		KASHIMA, JAPAN	35.4	141.8	85	.4		-1.3	-1.5																									
1522	1923	7	18	2	24	19	1	1		5.5	PHILIPPINES		BUTUAN, SULU SEA	9.3	125	84			.5	1																									
2456	1923	8	6				1	0			USA	NY	ROCKAWAY BEACH, NY	40.6	-73.5	75						2	1											2	1										
1524	1923	8	12				2	1	33		CHILE		N. CHILE	-18.5	-70.3	89																													
1523	1923	8					1	0			KOREA		KOREA			84				1.5									2												2				
1526	1923	9	1	2	58	49	4	1	33	7.9	JAPAN		SAGAMI BAY	35.1	139.5	85	13		3.6	3		2144	4	166	3				3	868	3			142807	4	43476	4	47000	4	600	4	695000	4		
1527	1923	9	2	2	46	40	4	1	20	7.7	JAPAN		RYUKYU ISLANDS	34.9	140.2	85	.3		-1.7	-1.5																									
1525	1923	9	4				-1	9	33		USA	CA	N. CALIFORNIA			88	6.1					1	1																						
1528	1923	11	2	21	8	6	3	1	50	7.2	PAPUA NEW GUINEA		BISMARCK ARCHIPELAGO	-4.5	151.5	82																													
1529	1923	11	4	0	4	30	1	1		7.2	PAPUA NEW GUINEA		BISMARCK ARCHIPELAGO	-5	152	82																													
1531	1924	3	15	10	31	24.1	0	1	15	6.8	RUSSIA		TATAR STRAIT	49.179	142.436	86																													
1533	1924	4	13				-1	0			RUSSIA		TATAR STRAIT			86																													
1536	1924	4	14	16	20	23	4	3	33	8.3	PHILIPPINES		E. MINDANAO ISLAND	6.5	126.5	84				.5																					3		3		
1537	1924	4	16				-1	0			RUSSIA		TATAR STRAIT			86																													
1538	1924	5	6	16	9	20	4	3		6.5	PHILIPPINES		PHILIPPINES	16	118	84			1	1.5									1												1				
1540	1924	5	30				-1	9			USA	HI	HAWAII			80	5		2.3	2																									
1542	1924	6	2				-1	1			PHILIPPINES		W. LUZON ISLAND			84			5																										
1543	1924	6	26	1	37	34	3	1		7.8	AUSTRALIA		MACQUARIE ISLAND	-56	157.5	81																													
1544	1924	7	19				1	0			NEW ZEALAND		CHATHAM I.	-43.95	-176.567	81				1									1												1				
2457	1924	8	8				1	0			USA	NY	CONEY ISLAND, NY	40.567	-73.983	75	4.6							4	1																				
1545	1924	8	28				1	1			ICELAND		ICELAND: REYKJAVIK	64.15	-21.95	73																													
1546	1924	8	30	3	4	7	2	1	33	7.3	PHILIPPINES		E. MINDANAO ISLAND	8.5	126.5	84				.5																					2		2		
1549	1925	1	8				1	1			INDONESIA		BANDA SEA	-8	115	83	1			0																									
1550	1925	2	23	23	53	36	3	3		6	USA	AK	GULF OF ALASKA, AK	60	-146	87	1.4		.5	1									1												1				
5497	1925	5	4	17	25						MEXICO			14.583	-106.1	88																													
1554	1925	5	5	10	6	6	2	1	33	6.8	PHILIPPINES		W. LUZON ISLAND	9.3	122.7	84				.5														17	1						2		2		
3418	1925	5	11				-1	9			ITALY		CALABRIAN ARC			50																													
1555	1925	5	15	11	56	57	2	1	50	7.1	CHILE		N. CHILE	-26	-71.5	89																													
1556	1925	5	25	3	43	6	2	1		6.3	PHILIPPINES		W. LUZON ISLAND	12.2	122.1	84			-.5	.5																									
1558	1925	10	4	16			4	9			USA	CA	CALIFORNIA			88	.34			-3.5																									
1559	1925	11	13	12	14	45	2	1	22	7.3	PHILIPPINES		PHILIPPINE SEA	13	125	84				.5			2						2		3				2				3		2		3		
1560	1925	11	16	11	54	54	1	1	80	7	MEXICO		S. MEXICO	18.5	-107	88	11		3.5	3																					2				
1561	1925	11	25				-1	1			PHILIPPINES		SULU SEA			84																													
1562	1925	12	22				1	9			MICRONESIA, FED. STATES OF		CAROLINE ISLANDS	10	138	81				1.5			3		3				3		3				3				3		3		3		
2464	1926	1	9				2	8			USA	ME	BERNARD, ME	44.233	-68.35	75	3																												
1563	1926	1	25	0	36		-1	1		7.4	SOLOMON ISLANDS		SOLOMON SEA	-9	159.5	82																													
1565	1926	3	20	9	3		1	1			USA	HI	HAWAII	20.5	-155.5	80	1.5		.6																										
1564	1926	3	31				-1	9	33		COOK ISLANDS		COOK ISLANDS			81				2.5		1	1						2		2			1	1						2		2		
1567	1926	6	28	3	23	25	0	1		5.8	INDONESIA		SW. SUMATRA	-.7	100.6	60									3				2										3		2				
1569	1926	7	30				1	1			UK		ENGLISH CHANNEL	49.21	-2.131	73																													
1568	1926	7					1	0			SOUTH KOREA		S. OF KOREA	35	128	84				1.5			3												3										
3419	1926	8	17	1	42		2	1	100	5.3	ITALY		AEOLIAN ISLANDS	38.567	14.833	50				3																									
1570	1926	8	22				1	1			PORTUGAL		AZORES	38.3	-28.4	73																													
3504	1926	8	30	11	38	12	3	1		7.2	GREECE		ARGOLIKOS GULF	36.5	23.3	50																													
1572	1926	9	16	17	59	15	4	1	35	6.9	SOLOMON ISLANDS		SOLOMON ISLANDS	-9.674	159.519	82	2		1	1.5									1												2				2
1573	1926	12	9				2	1	33	6	CHILE		N. CHILE	-28	-71	89			.6	.5																									
1574	1926	12	19				1	1			PORTUGAL		PORTUGAL			73																													
1575	1927	1	1	8	17		1	9		5.7	USA	CA	S. CALIFORNIA	32.5	-115.5	88				1		1	1											1	1				1	3	2		1	20	1
4255	1927	1	24	5	18	22	2	1		5.1	NORWAY		WESTERN NORWAY	59	3	73																													
1576	1927	3	7	9	27		4	3	10	7.6	JAPAN		SW. HONSHU ISLAND	35.6	135.1	85	11.3		.4	.5														3022	4			3295	4		4	15594	4	9821	4
2298	1927	6	26	11	20	48	4	1	27	6	UKRAINE		CRIMEA, BLACK SEA	44.4	34.4	40	.7		-.5	2																					2				
4416	1927	7	11	13	4		2	1		6.3	ISRAEL		DEAD SEA	32	35.5	50	1																	268	3						3				
1578	1927	8	5	21	13	1.1	4	1	10	6.9	JAPAN		SANRIKU	37.9	142	85	.1		-3.3																						1				
1579	1927	8	18	19	28		4	1	20	6.4	JAPAN		KASHIMA, JAPAN	34.2	142	85	.4		-1.3																										
5498	1927	9	6				1	9			MEXICO		MEXICO	17	-104	88																													
2299	1927	9	11	22	15	48	4	1	17	6.8	UKRAINE		CRIMEA, BLACK SEA	44.4	34.5	40	1			2									1	1	2			11	1			122	3		4		4		4
1583	1927	10	12	8	31	0	2	8			USA	AK	SE. ALASKA, AK			87																													
1584	1927	10	24	15	59	44.8	3	3	25	7.1	USA	AK	SE. ALASKA, AK	57.69	-136.07	87													1																
1585	1927	11	4	13	50	43	4	1	10	7.3	USA	CA	S. CALIFORNIA	34.813	-120.774	88	1.8		1	1									1												2				
1586	1927	11	21	23	12	25	3	1	33	7.1	CHILE		S. CHILE	-44.6	-73	89			1.5	2																									
1587	1927	12	1	4	37	27	3	1		6.3	INDONESIA		SULAWESI	-.7	119.7	83	15		3.9	3		50	1	50	1				2		2			50	1			50	1		3		3		
1589	1927	12	28	18	20	34.2	4	1	35	7.5	RUSSIA		KAMCHATKA	55.663	160.039	86	2		1																										
5531	1927						2	0			NEW ZEALAND		TOLAGA BAY, NORTH ISLAND	-38.37	178.31	81	6.35												1																
1591	1928	2	9				2	1	33	5.8	CANADA	BC	BRITISH COLUMBIA	49	-125	88				0																									
1592	1928	3	22	4	17		4	1	60	7.7	MEXICO		MEXICO	15.67	-96.1	88																													
1593	1928	3	26				1	6			INDONESIA		KRAKATAU	-6.102	105.423	60																													
1594	1928	3	31	0	29	47	1	1		6.5	GREECE		EAST AEGEAN	38.1	27.4	50				2														170	3			700	3		4	2600	4		3
1595	1928	3	31				1	0			CHILE		N. CHILE, ANTOFAGASTA	-23.7	-70.4	89				2																									
1596	1928	4	9	17	34	15	1	1	30	6.9	PERU		S. PERU	-13	-69.6	89				1		10	1											10	1						3		3		
1597	1928	4	22	20	13	46	3	1	29	6	GREECE		CORINTHOS-PATRAS GULF	38	23	50	.6		1.1	3														20	1						4	3000	4		
3402	1928	4	24	1	14	48	2	1		5	GREECE		AEGEAN SEA	38	23.5	50				3																									
1598	1928	4	25	0	31	18	1	1		5.2	GREECE		GRECIAN ARCHIPELAGO, CRETE	38	23	50																													
1599	1928	4	27	20	34	58	0	1		6.8	PERU		S. PERU	-13	-69.5	89																													
3656	1928	4	27				2	2			GREECE		AEGEAN SEA			50	.6																												
3769	1928	5	2	21	54	32	1	1		6.2	GREECE		NORTH AEGEAN	39.6	29.1	50																													
1600	1928	5	3	1	25	13	2	1		4.3	TURKEY		WESTERN TURKEY	40.8	26.8	50				2																									
1601	1928	5	18				2	1			TONGA		LIFUKA ISLAND	-19.83	-174.36	81				.5																									
1602	1928	5	27	9	50	0	4	1	40	7	JAPAN		SANRIKU	40	143.2	85	.45		-2.3	-2																									
5504	1928	5	30				-1	0			JAPAN		SAPPORO	43.062	141.354	85																													
1603	1928	6	15	6	12	36	3	1	33	7	PHILIPPINES		SULU SEA	12.4	120.9	84				.5									1												2		2		
1605	1928	6	17	3	19	33.1	4	1	35	7.7	MEXICO		S. MEXICO	16.028	-97.036	88	.2		3	1									1					4	1						2				
1606	1928	7	18	19	5		2	1	70	7	PERU		N. PERU	-5.5	-79	89																													
1607	1928	8	4				4	7	1		INDONESIA		FLORES SEA	-8.32	121.708	60	10		3.3	3		128	3											226	3										
2381	1928	9	13				-1	9			VENEZUELA		CARUPANO			74																													
1608	1928	11	20	20	35	7	2	1	33	7.1	CHILE		N. CHILE	-22.5	-70.5	89																													
1609	1928	12	1	4	6	12	3	1	25	7.6	CHILE		CENTRAL CHILE	-35	-72	89	1.5		.6	.5														279	3						3		3		
1611	1928	12	19	11	37	10	3	1		7.3	PHILIPPINES		CELEBES SEA	7	124	84				1		4	1	102	2				2					97	2			102	2		2		3		
1590	1928						1	0			CANADA	NL	CURLING, NEWFOUNDLAND	48.967	-58	75																													
1612	1929	1	17	11	52		4	1		6.9	VENEZUELA		CUMANA	10.6	-65.6	74													3		3														
1613	1929	3	7	1	34	37.9	4	1	50	7.8	USA	AK	FOX ISLANDS, ALEUTIAN ISLANDS, AK	50.88	-169.71	87	1												1												1				
1614	1929	5	21	16	35		4	1	30	7.1	JAPAN		HIUGANADA	31.7	132.2	85	.7		-.5																										
1616	1929	5	26	22	39	54	3	1	33	7	CANADA	BC	BRITISH COLUMBIA	51	-131	88	1.5		.6	0																					1				
1617	1929	6	13	9	24	34	2	1		7.2	PHILIPPINES		E. MINDANAO ISLAND	8.5	127	84				.5																					2		3		
1618	1929	6	16	22	47	32	2	3		7.5	NEW ZEALAND		TASMAN SEA	-41.75	172.25	81	2.5		1.3	1.5														17	1						3		3		
1620	1929	8	9				2	9			CHILE		ANTOFAGASTA	-23.7	-70.4	89	7.5		2	2.5																									
2365	1929	8	12	11	24	0	0	1			USA	NY	ATTICA, NEW YORK	42.9	-78.3	75																													
4417	1929	11	9				2	0			INDONESIA		TJALANG, N.W. SUMATRA	4.633	95.567	60						6	1											6	1										
1622	1929	11	18	20	32		4	3	20	7.2	CANADA	NL	GRAND BANKS, NEWFOUNDLAND	44.69	-56	75	7		2.2			28	1					1	2					28	1										
3569	1930	1	3				0	1		5.5	CHINA		JIANGSU PROVINCE	32.2	119.4	84																							1		1				
3619	1930	2	16				2	1			SPAIN		OFF SOUTHERN COAST	36	-3	50																													
1623	1930	2					-1	0			USA	HI	HAWAII			80																													
1624	1930	3	17				1	6			INDONESIA		KRAKATAU	-6.102	105.423	60	500																												
4244	1930	5	2				4	8			NORWAY		MID-NORWAY	63.317	9.85	73				3																									
3052	1930	5	5	13	45	58	4	1		7.3	MYANMAR (BURMA)		MYANMAR COAST	17.3	96.5	60						500	3						3		3			500	3						3		3		
1625	1930	6	19	13	7	27	3	1	33	6	INDONESIA		SOUTH OF JAVA	-5.6	105.3	60	1.5		-.5																										
1626	1930	7	19	15	20	12	2	1	100	6.5	INDONESIA		SOUTH OF JAVA	-9.3	114.3	60	.1		-3.3																										
1627	1930	8	31	0	40	38	3	3	15	5.2	USA	CA	S. CALIFORNIA	34.03	-118.643	88	3.05		-1	-.5		1	1											1	1						1				
4218	1930	9	11	9	52		4	6			ITALY		STROMBOLI ISLAND	38.789	15.213	50	2.5			3		1	1											6	1			20	1		2				
1629	1930	9	11				1	1			INDONESIA		CELEBES SEA	1.2	124.57	83				0																									
1630	1930	9	30	21	20	54.1	3	1	35	6.6	PAPUA NEW GUINEA		BISMARCK SEA	-4.423	145.46	82																													
4223	1930	10	30	7	13	10	4	1		5.9	ITALY		CENTRAL ADRIATIC	43.667	13.267	50				4														18	1						3		3		
3620	1930	11	5				3	1			KENYA		MOMBASA	-4.05	39.667	60	6																												
1632	1930	12	23	21	35	36	4	1	33	6.5	PAPUA NEW GUINEA		BISMARCK SEA	-1.3	144.3	82	12		3.4	1.5		27	1	8	1				2	104	3			27	1			8	1		2	104	3		
1634	1930	12	29	8	26	24	2	1		6	CHILE		N. CHILE	-28.5	-71	89	1			.5																									
1636	1931	2	2	22	46	51.3	1	1	35	7.7	NEW ZEALAND		N. NEW ZEALAND	-39.772	176.025	81				0														256	3					25	4				
1637	1931	2	13	1	27	16	1	1		7.1	NEW ZEALAND		N. NEW ZEALAND	-39.5	177	81	.1			0																									
1638	1931	2	19				1	1			NEW ZEALAND		N. NEW ZEALAND	-39.5	177	81																													
1639	1931	3	9	3	49	0	4	1	60	7.6	JAPAN		SANRIKU	41.2	142.5	85	.4		-1.3	-1																									
1640	1931	3	18	8	2	23	2	1	33	7.1	CHILE		CENTRAL CHILE	-32.5	-72	89																													
4300	1931	6	7	0	25	21		1	70	6	UK		DOGGER BANK, ENGLAND	54	1.067	73																													
1641	1931	8	7	2	11	44.2	1	1	35	7	PAPUA NEW GUINEA		BISMARCK SEA	-3.417	142.077	82																													
2465	1931	8	19				1	9			USA	NJ	ATLANTIC CITY, NJ	39.35	-74.417	75	3					4	1											4	1										
1643	1931	8	31				1	0			PORTUGAL		AZORES	38.4	-27.1	73													1												1				
1644	1931	9	25	5	59	44	3	1		7.4	INDONESIA		SW. SUMATRA	-5	102.75	60	1		4.9																						1				
1645	1931	10	3	19	13	20.8	4	1	35	7.8	SOLOMON ISLANDS		SAN CRISTOBAL ISLAND	-10.932	161.016	82	9		3.3	2.5		50	1						3		3			50	1						3		3		
1646	1931	11	2	10	2		4	1	40	7.1	JAPAN		SEIKAIDO	32.2	132.1	85	.8		-.3															1	1							14	1		
2382	1931	12	1				1	1	0		CUBA		NORTHERN COAST (LAS VILLAS)	22.8	-80.4	74																													
1648	1932	2	3	6	16		2	1		6.7	CUBA		SANTIAGO DE CUBA	20	-75.8	74																													
3403	1932	5	7				-1	9			ITALY		CALABRIAN ARC			50																													
1649	1932	6	3	10	36	50	4	1	33	8.1	MEXICO		CENTRAL MEXICO	19.5	-104.25	88	10		1.5	2		4	1						2		2			400	3			120	3		3		3		
1651	1932	6	18	10	12	16.1	4	1	54	7.9	MEXICO		CENTRAL MEXICO	19.452	-103.632	88	1		1	.5																					2				
1652	1932	6	22	12	59	24	4	1	33	7	MEXICO		CENTRAL MEXICO	19	-104.5	88	10		3.3	1.5		75	2	100	2				3					75	2			100	2		3	400	3		
5461	1932	6	29				2	1			MEXICO		S. MEXICO			88																													
1653	1932	9	9	13	38	52	2	1	17	6.2	INDONESIA		JAVA TRENCH	-3.57	128.35	83				0																					3	73	2		3
1654	1932	9	15	13	54	54	2	1		6.8	NEW ZEALAND		N. NEW ZEALAND	-39	177.5	81				0																									
1655	1932	9	26	19	20	42	1	1	40	7	GREECE		NORTH AEGEAN	40.5	23.9	50	1			3																									
1656	1932	11	4				1	1			VENEZUELA		CUMANA	10.5	-64.2	74																													
2455	1932	11	10				-1	9			USA	NY	WILLETTS POINT, NEW YORK			75	5.4																												
1657	1933	1	8	16			4	6	33	6	RUSSIA		KHARIMKOTAN, N. KURIL ISLANDS	49.12	154.508	86	9		3.2	2														2	1										
1659	1933	2	23	8	9	12	1	1	40	7.6	CHILE		N. CHILE	-20	-71	89																													
1661	1933	3	2	17	30	54	4	1	10	8.4	JAPAN		SANRIKU	39.1	144.7	85	29		4.9	3.5		3022	4						4	6000	4			3022	4						4	6000	4		
1662	1933	3	11	1	54	7.8	0	9	16	6.3	USA	CA	S. CALIFORNIA	33.616	-117.966	88	.1		-3.3	-3																									
1663	1933	4	23	5	57		1	1		6.4	GREECE		COS, DODECANESE	36.8	27.2	50																													
3603	1933	5	19				3	1			TOGO		GOLD COAST	6.9	.6	77																													
1664	1933	6	18	21	37	0	4	1	20	7.1	JAPAN		SANRIKU	38.1	142.4	85	.2		-2.3																										
1665	1933	10	2	15	29	21	3	1	33	6.9	ECUADOR		ECUADOR	-2	-81	89			.6	1.5																									
4882	1933	12	12	14	11	18	2	1			PAPUA NEW GUINEA		BISMARCK SEA	-5	151	82																									1				
1666	1933	12	25				1	6			PHILIPPINES		E. SAMAR ISLAND	12.77	124.05	84			.5	1		9	1						3					9	1						3				
1668	1934	1	15	8	43	18	0	1	35	8	NEPAL		BIHAR-NEPAL, GANGES RIVER	26.773	86.76	60																		10600	4						4		4		
1669	1934	2	14	3	59	34	4	1	55	7.9	PHILIPPINES		SOUTH CHINA SEA	17.5	119	84				.5																					1				
3544	1934	4	7	3			4	8			NORWAY		TAFJORD	62.228	7.417	73	64					40	1											40	1										
2771	1934	6	3				2	1			ICELAND		ICELAND	66	-18.25	73																													
1671	1934	7	18	1	36	24	3	1	60	7.7	COSTA RICA		COSTA RICA-PANAMA	8	-82.5	88			1	1.5									1		2							4	1	.05	1		2		
1673	1934	7	18	19	40	24	3	1	35	7.8	SOLOMON ISLANDS		SOLOMON ISLANDS	-11.907	166.731	82	.65		-.7																										
1674	1934	7	21	6	18	23.3	3	1	35	7.2	SOLOMON ISLANDS		SOLOMON ISLANDS	-11.139	165.503	82																													
1675	1934	8	21				0	9			USA	CA	S. CALIFORNIA	33.7	-118.2	88	12			3								.075	1	1	1									.075	1	1	1		
3308	1934	11	30	2	5	10	4	1	5	7	MEXICO		MEXICO	18.5	-105.5	88	.11																												
1676	1934	12	4	17	24	38	1	1	130	6.9	CHILE		N. CHILE	-19.5	-69.5	89																							2		2		3		
1677	1934	12	12	14	15		1	1			PAPUA NEW GUINEA		BISMARCK SEA	-4.2	152.2	82																													
1679	1935	5	30	21	32	46	0	1		7.5	PAKISTAN		QUETTA	29.5	66.8	60																		60000	4					25	4		4		
1678	1935	7	19	0	50	0	4	1		6.5	JAPAN		JAPAN	36.6	141.4	85	.2		-2.3																										
